,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
493,44,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,Female,50,2,2,Human Resources,3,Single,5985,26894,4,No,11,3,2,0,10,1,4,2,2,0,2,No
440,34,Travel_Frequently,988,Human Resources,23,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,9950,11533,9,Yes,15,3,3,3,11,2,3,3,2,0,2,Yes
617,44,Travel_Rarely,625,Research & Development,4,3,Medical,4,Male,50,3,2,Healthcare Representative,2,Single,5933,5197,9,No,12,3,4,0,10,2,2,5,2,2,3,No
592,47,Travel_Rarely,202,Research & Development,2,2,Other,3,Female,33,3,4,Manager,4,Married,16752,12982,1,Yes,11,3,3,1,26,3,2,26,14,3,0,No
811,38,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,No,16,3,3,0,10,2,3,1,0,0,0,No
1002,35,Travel_Frequently,200,Research & Development,18,2,Life Sciences,3,Male,60,3,3,Manufacturing Director,4,Single,9362,19944,2,No,11,3,3,0,10,2,3,2,2,2,2,No
1267,34,Non-Travel,1375,Sales,10,3,Life Sciences,4,Male,87,3,2,Sales Executive,3,Divorced,4001,12313,1,Yes,14,3,3,1,15,3,3,15,14,0,7,No
616,51,Travel_Rarely,1318,Sales,26,4,Marketing,1,Female,66,3,4,Manager,3,Married,16307,5594,2,No,14,3,3,1,29,2,2,20,6,4,17,No
521,27,Travel_Frequently,1410,Sales,3,1,Medical,4,Female,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Yes,20,4,2,2,6,3,3,6,5,0,4,No
432,34,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,No,12,3,3,1,14,3,3,7,3,5,7,No
197,42,Non-Travel,926,Research & Development,21,2,Medical,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265,16439,2,No,16,3,2,1,11,5,3,5,3,0,2,No
917,34,Travel_Rarely,131,Sales,2,3,Marketing,3,Female,86,3,2,Sales Executive,1,Single,4538,6039,0,Yes,12,3,4,0,4,3,3,3,2,0,2,No
1336,55,Travel_Rarely,836,Research & Development,2,4,Technical Degree,2,Male,98,2,1,Research Scientist,4,Married,2662,7975,8,No,20,4,2,1,19,2,4,5,2,0,4,No
850,32,Non-Travel,862,Sales,2,1,Life Sciences,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,No,12,3,3,3,1,3,3,1,0,0,0,No
566,47,Travel_Frequently,719,Sales,27,2,Life Sciences,2,Female,77,4,2,Sales Executive,3,Single,6397,10339,4,Yes,12,3,4,0,8,2,3,5,4,1,3,Yes
269,36,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,4,Male,47,3,1,Laboratory Technician,4,Married,3210,20251,0,No,11,3,3,1,16,4,3,15,13,10,11,No
868,28,Travel_Rarely,1179,Research & Development,19,4,Medical,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,No,12,3,3,3,6,2,3,6,5,3,3,No
112,54,Non-Travel,142,Human Resources,26,3,Human Resources,4,Female,30,4,4,Manager,4,Single,17328,13871,2,Yes,12,3,3,0,23,3,3,5,3,4,4,No
754,33,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,No,19,3,4,0,3,2,2,2,2,2,2,No
26,32,Travel_Frequently,1125,Research & Development,16,1,Life Sciences,2,Female,72,1,1,Research Scientist,1,Single,3919,4681,1,Yes,22,4,2,0,10,5,3,10,2,6,7,Yes
935,32,Travel_Rarely,604,Sales,8,3,Medical,3,Male,56,4,2,Sales Executive,4,Married,6209,11693,1,No,15,3,3,2,10,4,4,10,7,0,8,No
1033,31,Travel_Frequently,1445,Research & Development,1,5,Life Sciences,3,Female,100,4,3,Manufacturing Director,2,Single,7446,8931,1,No,11,3,1,0,10,2,3,10,8,4,7,Yes
1112,38,Travel_Rarely,903,Research & Development,2,3,Medical,3,Male,81,3,2,Manufacturing Director,2,Married,4855,7653,4,No,11,3,1,2,7,2,3,5,2,1,4,Yes
245,31,Travel_Frequently,1327,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,13675,13523,9,No,12,3,1,1,9,3,3,2,2,2,2,No
1354,56,Travel_Rarely,1162,Research & Development,24,2,Life Sciences,1,Male,97,3,1,Laboratory Technician,4,Single,2587,10261,1,No,16,3,4,0,5,3,3,4,2,1,0,Yes
662,20,Travel_Rarely,500,Sales,2,3,Medical,3,Female,49,2,1,Sales Representative,3,Single,2044,22052,1,No,13,3,4,0,2,3,2,2,2,0,2,Yes
78,37,Travel_Rarely,397,Research & Development,7,4,Medical,1,Male,30,3,3,Research Director,3,Single,13664,25258,4,No,13,3,1,0,16,3,4,5,2,0,2,No
893,29,Travel_Rarely,1010,Research & Development,1,3,Life Sciences,1,Female,97,3,1,Research Scientist,4,Divorced,3760,5598,1,No,15,3,1,3,3,5,3,3,2,1,2,No
85,56,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,4,Male,49,1,3,Manufacturing Director,4,Single,7260,21698,4,No,11,3,1,0,37,3,2,6,4,0,2,No
1438,23,Travel_Frequently,638,Sales,9,3,Marketing,4,Male,33,3,1,Sales Representative,1,Married,1790,26956,1,No,19,3,1,1,1,3,2,1,0,1,0,Yes
982,38,Travel_Frequently,693,Research & Development,7,3,Life Sciences,4,Male,57,4,1,Research Scientist,3,Divorced,2610,15748,1,No,11,3,4,3,4,2,3,4,2,0,3,No
246,33,Travel_Rarely,832,Research & Development,5,4,Life Sciences,3,Female,63,2,1,Research Scientist,4,Married,2911,14776,1,No,13,3,3,1,2,2,2,2,2,0,2,No
813,39,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,No,11,3,4,3,21,4,3,18,7,11,5,Yes
568,55,Travel_Rarely,725,Research & Development,2,3,Medical,4,Male,78,3,5,Manager,1,Married,19859,21199,5,Yes,13,3,4,1,24,2,3,5,2,1,4,Yes
620,35,Travel_Rarely,1343,Research & Development,27,1,Medical,3,Female,53,2,1,Research Scientist,1,Single,2559,17852,1,No,11,3,4,0,6,3,2,6,5,1,1,No
1353,34,Non-Travel,967,Research & Development,16,4,Technical Degree,4,Male,85,1,1,Research Scientist,1,Married,2307,14460,1,Yes,23,4,2,1,5,2,3,5,2,3,0,Yes
36,50,Travel_Rarely,869,Sales,3,2,Marketing,1,Male,86,2,1,Sales Representative,3,Married,2683,3810,1,Yes,14,3,3,0,3,2,3,3,2,0,2,Yes
274,21,Travel_Rarely,996,Research & Development,3,2,Medical,4,Male,100,2,1,Research Scientist,3,Single,3230,10531,1,No,17,3,1,0,3,4,4,3,2,1,0,No
892,19,Non-Travel,504,Research & Development,10,3,Medical,1,Female,96,2,1,Research Scientist,2,Single,1859,6148,1,Yes,25,4,2,0,1,2,4,1,1,0,0,Yes
1458,35,Travel_Rarely,287,Research & Development,1,4,Life Sciences,3,Female,62,1,1,Research Scientist,4,Married,2977,8952,1,No,12,3,4,1,4,5,3,4,3,1,1,No
604,42,Travel_Rarely,933,Research & Development,29,3,Life Sciences,2,Male,98,3,2,Manufacturing Director,2,Married,4434,11806,1,No,13,3,4,1,10,3,2,9,8,7,8,No
612,28,Travel_Rarely,760,Sales,2,4,Marketing,2,Female,81,3,2,Sales Executive,2,Married,4779,3698,1,Yes,20,4,1,0,8,2,3,8,7,7,5,No
721,50,Travel_Rarely,939,Research & Development,24,3,Life Sciences,4,Male,95,3,4,Manufacturing Director,3,Married,13973,4161,3,Yes,18,3,4,1,22,2,3,12,11,1,5,No
1170,27,Travel_Frequently,591,Research & Development,2,3,Medical,4,Male,87,3,1,Research Scientist,4,Single,2580,6297,2,No,13,3,3,0,6,0,2,4,2,1,2,No
1402,31,Travel_Rarely,1276,Research & Development,2,1,Medical,4,Female,59,1,1,Laboratory Technician,4,Divorced,1129,17536,1,Yes,11,3,3,3,1,4,3,1,0,0,0,No
1238,23,Travel_Rarely,160,Research & Development,4,1,Medical,3,Female,51,3,1,Laboratory Technician,2,Single,3295,12862,1,No,13,3,3,0,3,3,1,3,2,1,2,No
1250,29,Travel_Frequently,461,Research & Development,1,3,Life Sciences,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Yes,12,3,4,0,10,5,4,3,2,0,2,No
1459,29,Travel_Rarely,1378,Research & Development,13,2,Other,4,Male,46,2,2,Laboratory Technician,2,Married,4025,23679,4,Yes,13,3,1,1,10,2,3,4,3,0,3,No
459,41,Non-Travel,509,Research & Development,2,4,Other,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2112,2,Yes,17,3,1,0,10,3,3,8,7,0,7,No
1030,31,Travel_Rarely,326,Sales,8,2,Life Sciences,1,Male,31,3,3,Sales Executive,4,Divorced,10793,8386,1,No,18,3,1,1,13,5,3,13,7,9,9,No
793,28,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,2,No
962,51,Travel_Rarely,770,Human Resources,5,3,Life Sciences,3,Male,84,3,4,Manager,2,Divorced,14026,17588,1,Yes,11,3,2,1,33,2,3,33,9,0,10,No
445,55,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,Female,83,3,4,Manager,2,Single,16835,9873,3,No,23,4,4,0,37,2,3,10,9,7,7,No
1125,29,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,Male,87,3,2,Healthcare Representative,4,Divorced,8853,24483,1,No,19,3,4,1,6,0,4,6,4,1,3,No
759,45,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,No,16,3,1,0,6,3,3,6,3,0,4,No
981,35,Travel_Frequently,662,Sales,18,4,Marketing,4,Female,67,3,2,Sales Executive,3,Married,4614,23288,0,Yes,18,3,3,1,5,0,2,4,2,3,2,Yes
708,36,Non-Travel,1229,Sales,8,4,Technical Degree,1,Male,84,3,2,Sales Executive,4,Divorced,5079,25952,4,No,13,3,4,2,12,3,3,7,7,0,7,No
1159,39,Travel_Frequently,711,Research & Development,4,3,Medical,1,Female,81,3,2,Manufacturing Director,3,Single,5042,3140,0,No,13,3,4,0,10,2,1,9,2,3,8,No
535,41,Travel_Rarely,427,Human Resources,10,4,Human Resources,2,Male,73,2,5,Manager,4,Divorced,19141,8861,3,No,15,3,2,3,23,2,2,21,6,12,6,No
590,33,Travel_Rarely,213,Research & Development,7,3,Medical,3,Male,49,3,3,Research Director,3,Married,11691,25995,0,No,11,3,4,0,14,3,4,13,9,3,7,No
104,37,Non-Travel,1040,Research & Development,2,2,Life Sciences,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,No,14,3,4,1,17,2,4,1,0,0,0,No
514,33,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,Male,70,3,1,Research Scientist,1,Single,3348,3164,1,Yes,11,3,1,0,10,3,3,10,8,9,7,Yes
742,50,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,No,18,3,2,0,8,5,3,1,0,0,0,No
224,31,Non-Travel,979,Research & Development,1,4,Medical,3,Male,90,1,2,Manufacturing Director,3,Married,4345,4381,0,No,12,3,4,1,6,2,3,5,4,1,4,No
72,31,Travel_Rarely,1082,Research & Development,1,4,Medical,3,Male,87,3,1,Research Scientist,2,Single,2501,18775,1,No,17,3,2,0,1,4,3,1,1,1,0,No
402,30,Travel_Rarely,1082,Sales,12,3,Technical Degree,2,Female,83,3,2,Sales Executive,3,Single,6577,19558,0,No,11,3,2,0,6,6,3,5,4,4,4,No
851,56,Travel_Rarely,718,Research & Development,4,4,Technical Degree,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,No,13,3,4,1,28,2,3,5,2,4,2,No
1315,36,Travel_Rarely,430,Research & Development,2,4,Other,4,Female,73,3,2,Research Scientist,2,Married,6962,19573,4,Yes,22,4,4,1,15,2,3,1,0,0,0,No
516,23,Travel_Rarely,885,Research & Development,4,3,Medical,1,Male,58,4,1,Research Scientist,1,Married,2819,8544,2,No,16,3,1,1,5,3,4,3,2,0,2,No
243,40,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,Male,62,3,2,Research Scientist,4,Divorced,3319,24447,1,No,17,3,1,2,9,3,3,9,8,4,7,No
117,36,Travel_Frequently,1467,Sales,11,2,Technical Degree,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,No,14,3,3,1,10,6,3,9,7,2,8,No
608,55,Travel_Rarely,436,Sales,2,1,Medical,3,Male,37,3,2,Sales Executive,4,Single,5160,21519,4,No,16,3,3,0,12,3,2,9,7,7,3,Yes
280,53,Travel_Rarely,1070,Research & Development,3,4,Medical,3,Male,45,3,4,Research Director,3,Married,17584,21016,3,Yes,16,3,4,3,21,5,2,5,3,1,3,No
544,47,Travel_Frequently,217,Sales,3,3,Medical,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10225,9,Yes,12,3,4,2,28,2,2,22,2,11,13,No
378,34,Non-Travel,1362,Sales,19,3,Marketing,1,Male,67,4,2,Sales Executive,4,Single,5304,4652,8,Yes,13,3,2,0,9,3,2,5,2,0,4,Yes
331,27,Non-Travel,210,Sales,1,1,Marketing,3,Male,73,3,2,Sales Executive,2,Married,6349,22107,0,Yes,13,3,4,1,6,0,3,5,4,1,4,No
156,51,Travel_Rarely,1169,Research & Development,7,4,Medical,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,No,17,3,3,0,10,2,3,1,0,0,0,No
63,59,Travel_Rarely,1435,Sales,25,3,Life Sciences,1,Female,99,3,3,Sales Executive,1,Single,7637,2354,7,No,11,3,4,0,28,3,2,21,16,7,9,No
1380,35,Travel_Rarely,682,Sales,18,4,Medical,2,Male,71,3,2,Sales Executive,1,Married,5561,15975,0,No,16,3,4,1,6,2,1,5,3,0,4,No
707,47,Travel_Frequently,1379,Research & Development,16,4,Medical,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,6759,1,Yes,19,3,3,0,20,3,4,19,10,2,7,No
53,35,Non-Travel,1097,Research & Development,11,2,Medical,3,Male,79,2,3,Healthcare Representative,1,Married,9884,8302,2,Yes,13,3,3,1,10,3,3,4,0,2,3,No
960,41,Travel_Frequently,1018,Sales,1,3,Marketing,3,Female,66,3,2,Sales Executive,1,Divorced,4103,4297,0,No,17,3,4,1,10,2,3,9,3,1,7,No
326,39,Travel_Frequently,672,Research & Development,7,2,Medical,3,Male,54,2,5,Manager,4,Married,19272,21141,1,No,15,3,1,1,21,2,3,21,9,13,3,No
654,39,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,4,Female,42,2,2,Human Resources,4,Married,5204,7790,8,No,11,3,3,2,13,2,3,5,4,0,4,No
821,49,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,No,17,3,2,1,22,3,3,9,8,2,3,No
84,34,Travel_Rarely,1153,Research & Development,1,2,Medical,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,No,15,3,3,0,5,2,3,5,2,1,3,No
358,36,Non-Travel,845,Sales,1,5,Medical,4,Female,45,3,2,Sales Executive,4,Single,6653,15276,4,No,15,3,2,0,7,6,3,1,0,0,0,No
690,31,Travel_Rarely,616,Research & Development,12,3,Medical,4,Female,41,3,2,Healthcare Representative,4,Married,5855,17369,0,Yes,11,3,3,2,10,2,1,9,7,8,5,No
806,52,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,No,19,3,4,0,18,4,3,8,6,4,0,No
1194,47,Travel_Rarely,1225,Sales,2,4,Life Sciences,2,Female,47,4,4,Manager,2,Divorced,15972,21086,6,No,14,3,3,3,29,2,3,3,2,1,2,No
515,35,Non-Travel,727,Research & Development,3,3,Life Sciences,3,Male,41,2,1,Laboratory Technician,3,Married,1281,16900,1,No,18,3,3,2,1,3,3,1,0,0,0,No
46,34,Non-Travel,1065,Sales,23,4,Marketing,2,Male,72,3,2,Sales Executive,3,Single,4568,10034,0,No,20,4,3,0,10,2,3,9,5,8,7,No
1407,24,Travel_Rarely,771,Research & Development,1,2,Life Sciences,2,Male,45,2,2,Healthcare Representative,3,Single,4617,14120,1,No,12,3,2,0,4,2,2,4,3,1,2,No
420,29,Travel_Rarely,986,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,11935,21526,1,No,18,3,3,0,10,2,3,10,2,0,7,No
1341,31,Travel_Rarely,311,Research & Development,20,3,Life Sciences,2,Male,89,3,2,Laboratory Technician,3,Divorced,4197,18624,1,No,11,3,1,1,10,2,3,10,8,0,2,No
667,41,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,2,Female,57,1,1,Laboratory Technician,4,Divorced,2778,17725,4,Yes,13,3,3,1,10,1,2,7,7,1,0,Yes
234,33,Travel_Rarely,813,Research & Development,14,3,Medical,3,Male,58,3,1,Laboratory Technician,4,Married,2436,22149,5,Yes,13,3,3,1,8,2,1,5,4,0,4,Yes
718,45,Non-Travel,248,Research & Development,23,2,Life Sciences,4,Male,42,3,2,Laboratory Technician,1,Married,3633,14039,1,Yes,15,3,3,1,9,2,3,9,8,0,8,No
732,30,Travel_Frequently,109,Research & Development,5,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,2422,25725,0,No,17,3,1,0,4,3,3,3,2,1,2,Yes
774,55,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756,17323,7,No,15,3,2,0,31,3,4,9,7,6,2,No
316,49,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,3,Female,90,2,4,Healthcare Representative,3,Single,13964,17810,7,Yes,12,3,4,0,25,2,3,7,1,0,7,No
464,37,Travel_Rarely,799,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,7491,23848,4,No,17,3,4,0,12,3,4,6,5,1,2,No
1086,50,Travel_Frequently,333,Research & Development,22,5,Medical,3,Male,88,1,4,Research Director,4,Single,14411,24450,1,Yes,13,3,4,0,32,2,3,32,6,13,9,No
726,31,Travel_Frequently,853,Research & Development,1,1,Life Sciences,3,Female,96,3,2,Manufacturing Director,1,Married,4148,11275,1,No,12,3,3,1,4,1,3,4,3,0,3,No
534,53,Travel_Rarely,970,Research & Development,7,3,Life Sciences,3,Male,59,4,4,Research Director,3,Married,14814,13514,3,No,19,3,3,0,32,3,3,5,1,1,3,No
570,52,Non-Travel,715,Research & Development,19,4,Medical,4,Male,41,3,1,Research Scientist,4,Married,4258,26589,0,No,18,3,1,1,5,3,3,4,3,1,2,No
1309,26,Travel_Rarely,572,Sales,10,3,Medical,3,Male,46,3,2,Sales Executive,4,Single,4684,9125,1,No,13,3,1,0,5,4,3,5,3,1,2,No
122,56,Travel_Rarely,441,Research & Development,14,4,Life Sciences,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,9,Yes,18,3,1,3,7,2,3,5,4,4,3,Yes
1045,40,Travel_Rarely,896,Research & Development,2,3,Medical,3,Male,68,3,1,Research Scientist,3,Divorced,2345,8045,2,No,14,3,3,1,8,3,4,3,1,1,2,No
1215,35,Travel_Frequently,146,Research & Development,2,4,Medical,1,Male,79,2,1,Research Scientist,4,Single,4930,13970,0,Yes,14,3,3,0,6,2,4,5,4,1,4,No
678,48,Travel_Rarely,1469,Research & Development,20,4,Medical,4,Male,51,3,1,Research Scientist,3,Married,2259,5543,4,No,17,3,1,2,13,2,2,0,0,0,0,No
582,40,Travel_Frequently,791,Research & Development,2,2,Medical,3,Female,38,4,2,Healthcare Representative,2,Married,4244,9931,1,No,24,4,4,1,8,2,3,8,7,3,7,No
753,39,Travel_Frequently,945,Research & Development,22,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Yes,13,3,3,0,21,2,3,21,6,2,8,No
102,20,Travel_Frequently,871,Research & Development,6,3,Life Sciences,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Yes,18,3,2,0,1,5,3,1,0,1,0,Yes
1405,31,Non-Travel,697,Research & Development,10,3,Medical,3,Female,40,3,3,Research Director,3,Married,11031,26862,4,No,20,4,3,1,13,2,4,11,7,4,8,No
298,36,Travel_Frequently,566,Research & Development,18,4,Life Sciences,3,Male,81,4,1,Laboratory Technician,4,Married,3688,7122,4,No,18,3,4,2,4,2,3,1,0,0,0,No
1427,40,Travel_Rarely,543,Research & Development,1,4,Life Sciences,1,Male,83,3,1,Laboratory Technician,4,Married,2406,4060,8,No,19,3,3,2,8,3,2,1,0,0,0,No
1136,28,Travel_Rarely,329,Research & Development,24,3,Medical,3,Male,51,3,1,Laboratory Technician,2,Married,2408,7324,1,Yes,17,3,3,3,1,3,3,1,1,0,0,Yes
217,29,Travel_Rarely,992,Research & Development,1,3,Technical Degree,3,Male,85,3,1,Research Scientist,3,Single,2058,19757,0,No,14,3,4,0,7,1,2,6,2,1,5,Yes
613,34,Travel_Rarely,829,Human Resources,3,2,Human Resources,3,Male,88,3,1,Human Resources,4,Married,3737,2243,0,No,19,3,3,1,4,1,1,3,2,0,2,No
827,28,Travel_Frequently,773,Research & Development,6,3,Life Sciences,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Yes,14,3,4,1,3,2,3,3,1,0,2,No
709,31,Non-Travel,335,Research & Development,9,2,Medical,3,Male,46,2,1,Research Scientist,1,Single,2321,10322,0,Yes,22,4,1,0,4,0,3,3,2,1,2,Yes
1171,40,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,Male,73,3,1,Laboratory Technician,1,Single,2166,3339,3,Yes,14,3,2,0,10,3,1,4,2,0,3,Yes
880,32,Travel_Frequently,116,Research & Development,13,3,Other,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,No,20,4,3,1,2,2,3,2,2,2,2,No
409,42,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,Female,92,3,2,Research Scientist,3,Divorced,4556,12932,2,No,11,3,2,1,19,3,3,5,4,0,2,No
1179,34,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,4,Female,66,3,2,Research Scientist,2,Divorced,5433,19332,1,No,12,3,3,1,11,2,3,11,8,7,9,No
194,45,Non-Travel,1195,Research & Development,2,2,Medical,1,Male,65,2,4,Manager,4,Married,16792,20462,9,No,23,4,4,1,22,1,3,20,8,11,8,No
272,28,Travel_Rarely,1158,Research & Development,9,3,Medical,4,Male,94,3,1,Research Scientist,4,Married,2070,2613,1,No,23,4,4,1,5,3,2,5,2,0,4,No
1062,44,Travel_Frequently,1193,Research & Development,2,1,Medical,2,Male,86,3,3,Manufacturing Director,3,Single,10209,19719,5,Yes,18,3,2,0,16,2,2,2,2,2,2,No
857,44,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Yes,11,3,3,0,6,4,3,6,4,0,2,Yes
478,25,Travel_Rarely,622,Sales,13,1,Medical,2,Male,40,3,1,Sales Representative,3,Married,2096,26376,1,No,11,3,3,0,7,1,3,7,4,0,6,No
105,59,Non-Travel,1420,Human Resources,2,4,Human Resources,3,Female,32,2,5,Manager,4,Married,18844,21922,9,No,21,4,4,1,30,3,3,3,2,2,2,No
40,35,Travel_Rarely,464,Research & Development,4,2,Other,3,Male,75,3,1,Laboratory Technician,4,Divorced,1951,10910,1,No,12,3,3,1,1,3,3,1,0,0,0,No
377,36,Travel_Rarely,329,Research & Development,2,3,Life Sciences,4,Female,96,3,1,Research Scientist,3,Married,2543,11868,4,No,13,3,2,1,6,3,3,2,2,2,2,No
543,44,Non-Travel,381,Research & Development,24,3,Medical,1,Male,49,1,1,Laboratory Technician,3,Single,3708,2104,2,No,14,3,3,0,9,5,3,5,2,1,4,No
263,46,Travel_Rarely,488,Sales,2,3,Technical Degree,3,Female,75,1,4,Manager,2,Married,16872,14977,3,Yes,12,3,2,1,28,2,2,7,7,7,7,No
1098,40,Non-Travel,1142,Research & Development,8,2,Life Sciences,4,Male,72,3,2,Healthcare Representative,4,Divorced,4069,8841,3,Yes,18,3,3,0,8,2,3,2,2,2,2,No
157,58,Travel_Rarely,1145,Research & Development,9,3,Medical,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,Yes,20,4,2,1,9,3,2,1,0,0,0,No
866,40,Travel_Frequently,1184,Sales,2,4,Medical,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,No,12,3,4,3,5,2,3,0,0,0,0,No
945,50,Travel_Rarely,1322,Research & Development,28,3,Life Sciences,4,Female,43,3,4,Research Director,1,Married,16880,22422,4,Yes,11,3,2,0,25,2,3,3,2,1,2,No
0,41,Travel_Rarely,1102,Sales,1,2,Life Sciences,2,Female,94,3,2,Sales Executive,4,Single,5993,19479,8,Yes,11,3,1,0,8,0,1,6,4,0,5,Yes
414,24,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,3202,21972,1,Yes,16,3,2,0,6,4,3,5,3,1,4,Yes
1134,35,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,3,Male,63,2,1,Laboratory Technician,4,Married,2690,7713,1,No,18,3,4,1,1,5,2,1,0,0,1,No
603,45,Travel_Rarely,252,Research & Development,2,3,Life Sciences,2,Female,95,2,1,Research Scientist,3,Single,2274,6153,1,No,14,3,4,0,1,3,3,1,0,0,0,No
829,33,Travel_Rarely,603,Sales,9,4,Marketing,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Yes,17,3,1,0,6,3,3,5,2,0,3,Yes
60,32,Travel_Rarely,427,Research & Development,1,3,Medical,1,Male,33,3,2,Manufacturing Director,4,Married,6162,10877,1,Yes,22,4,2,1,9,3,3,9,8,7,8,No
1169,27,Travel_Rarely,486,Research & Development,8,3,Medical,2,Female,86,4,1,Research Scientist,3,Married,3517,22490,7,No,17,3,1,0,5,0,3,3,2,0,2,No
533,40,Travel_Frequently,580,Sales,5,4,Life Sciences,4,Male,48,2,3,Sales Executive,1,Married,10475,23772,5,Yes,21,4,3,1,20,2,3,18,13,1,12,No
1297,26,Travel_Rarely,920,Human Resources,20,2,Medical,4,Female,69,3,1,Human Resources,2,Married,2148,6889,0,Yes,11,3,3,0,6,3,3,5,1,1,4,Yes
1330,43,Travel_Rarely,823,Research & Development,6,3,Medical,1,Female,81,2,5,Manager,3,Married,19392,22539,7,No,13,3,4,0,21,2,3,16,12,6,14,No
503,34,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,2,Male,42,3,1,Research Scientist,4,Married,2691,7660,1,No,12,3,4,1,10,4,2,10,9,8,8,No
1255,33,Travel_Rarely,211,Sales,16,3,Life Sciences,1,Female,74,3,3,Sales Executive,1,Single,8564,10092,2,Yes,20,4,3,0,11,2,2,0,0,0,0,Yes
573,26,Travel_Rarely,1146,Sales,8,3,Technical Degree,4,Male,38,2,2,Sales Executive,1,Single,5326,3064,6,No,17,3,3,0,6,2,2,4,3,1,2,Yes
854,45,Travel_Rarely,1457,Research & Development,7,3,Medical,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Yes,19,3,3,1,7,2,2,3,2,0,2,No
